cluster,event_id,year,name,start_date,end_date,discipline,category,level,location,venue,result_count
Cups / opens / trophies / invitationals,1356,2024,Elek Matolay Memorial,2024-04-13,2024-04-14,WAG,junior and senior,International Event,,,583
Other named international meets,1255,2024,European Online Series 3,2024-04-13,2024-04-13,MAG,senior,International Event,,,108
Other named international meets,1368,2024,Norwegian FIG Meet,2024-04-13,2024-04-13,WAG,junior and senior,International Event,,,236
Cups / opens / trophies / invitationals,1211,2024,Rheintal Cup,2024-04-13,2024-04-14,MAG,junior and senior,International Event,,,376
Cups / opens / trophies / invitationals,1363,2024,Zelena Jama Open,2024-04-13,2024-04-13,WAG,junior,International Event,,,148
Cups / opens / trophies / invitationals,1354,2024,City of Jesolo Trophy,2024-04-20,2024-04-21,WAG,junior and senior,International Event,,,508
Regional or sub-continental events,1190,2024,Pacific Rim Championships,2024-04-21,2024-04-28,MAG and WAG,junior and senior,International Event,,,863
Cups / opens / trophies / invitationals,1353,2024,American Classic,2024-04-25,2024-04-28,WAG,junior and senior,International Event,,,175
Cups / opens / trophies / invitationals,1349,2024,Hopes Classic,2024-04-25,2024-04-28,WAG,junior,International Event,,,192
Cups / opens / trophies / invitationals,1270,2024,NHK Trophy,2024-05-16,2024-05-19,MAG and WAG,junior and senior,International Event,,,598
Cups / opens / trophies / invitationals,1352,2024,U.S. Classic,2024-05-17,2024-05-18,WAG,junior and senior,International Event,,,297
Cups / opens / trophies / invitationals,1325,2024,Ifact Norges Cup 2,2024-05-31,2024-05-31,MAG,junior and senior,International Event,,,190
Cups / opens / trophies / invitationals,1232,2024,Singapore Open,2024-05-31,2024-06-02,MAG and WAG,junior and senior,International Event,,,757
Cups / opens / trophies / invitationals,1199,2024,Salamunov Memorial,2024-06-05,2024-06-09,MAG and WAG,junior and senior,International Event,,,743
Cups / opens / trophies / invitationals,1316,2024,Brazil Trophy,2024-06-21,2024-06-23,MAG and WAG,junior and senior,International Event,,,389
Preparation / test / friendly events,1305,2024,Rüsselsheim Junior Friendly,2024-06-22,2024-06-22,MAG,junior,International Event,,,104
Cups / opens / trophies / invitationals,1215,2024,RomGym Trophy,2024-06-28,2024-06-30,MAG and WAG,senior,International Event,,,295
Preparation / test / friendly events,1300,2024,Troyes Friendly,2024-06-29,2024-06-29,MAG,senior,International Event,,,162
Preparation / test / friendly events,1379,2024,Haguenau Friendly,2024-07-06,2024-07-06,WAG,senior,International Event,,,66
Preparation / test / friendly events,1245,2024,Madrid Friendly,2024-07-06,2024-07-06,MAG,senior,International Event,,,76
Cups / opens / trophies / invitationals,1280,2024,Russian Cup,2024-07-29,2024-08-05,MAG and WAG,junior and senior,International Event,,,601
Cups / opens / trophies / invitationals,1279,2024,Belarus Open Cup,2024-08-26,2024-08-31,MAG and WAG,junior and senior,International Event,,,922
Regional or sub-continental events,1302,2024,Balkan Championships,2024-09-19,2024-09-21,MAG and WAG,junior,International Event,,,662
Regional or sub-continental events,1184,2024,Northern European Championships,2024-09-21,2024-09-22,MAG and WAG,junior and senior,International Event,,,722
Other named international meets,1369,2024,Norwegian FIG Meet 2,2024-09-28,2024-09-29,WAG,junior and senior,International Event,,,203
Cups / opens / trophies / invitationals,1179,2024,Wohnen Juniors Trophy,2024-10-11,2024-10-13,MAG,junior,International Event,,,918
Cups / opens / trophies / invitationals,1364,2024,Leverkusen Cup,2024-10-12,2024-10-12,WAG,junior and senior,International Event,,,123
Regional or sub-continental events,1243,2024,South American Championships,2024-10-18,2024-10-20,MAG and WAG,senior,International Event,,,549
Cups / opens / trophies / invitationals,1294,2024,Brandenburg Cup,2024-10-19,2024-10-20,MAG,senior,International Event,,,61
Cups / opens / trophies / invitationals,1367,2024,German Cup,2024-10-19,2024-10-20,WAG,junior,International Event,,,339
Games / festivals / multi-sport events,1200,2024,Gymnasiade,2024-10-23,2024-10-31,MAG and WAG,junior,International Event,,,595
Other named international meets,1337,2024,Rushmoor Rose Bowl,2024-10-26,2024-10-27,WAG,junior and senior,International Event,,,525
Cups / opens / trophies / invitationals,1204,2024,Wase Gymcup,2024-10-26,2024-10-27,MAG and WAG,junior and senior,International Event,,,888
Cups / opens / trophies / invitationals,1214,2024,Mälar Cup,2024-10-31,2024-11-03,MAG and WAG,junior and senior,International Event,,,1381
Preparation / test / friendly events,1372,2024,Köln Espoir Friendly,2024-11-02,2024-11-02,WAG,junior,International Event,,,113
Other named international meets,1371,2024,Norwegian FIG Meet 3,2024-11-02,2024-11-03,WAG,junior and senior,International Event,,,147
Cups / opens / trophies / invitationals,1330,2024,Arthur Gander Memorial,2024-11-06,2024-11-06,MAG and WAG,senior,International Event,,,62
Cups / opens / trophies / invitationals,1283,2024,Swiss Cup Juniors,2024-11-08,2024-11-08,MAG,junior,International Event,,,124
Cups / opens / trophies / invitationals,1358,2024,Gymnova Cup,2024-11-09,2024-11-10,WAG,junior and senior,International Event,,,456
Cups / opens / trophies / invitationals,1249,2024,Horizon Cup,2024-11-09,2024-11-10,MAG and WAG,junior,International Event,,,997
Cups / opens / trophies / invitationals,1329,2024,Swiss Cup,2024-11-09,2024-11-09,MAG and WAG,senior,International Event,,,52
Other named international meets,1343,2024,Tournoi International,2024-11-09,2024-11-10,WAG,junior,International Event,,,506
Explicit International Event overrides,1223,2024,Platinum League Online,2024-11-21,2024-11-23,MAG and WAG,junior and senior,International Event,,,154
Cups / opens / trophies / invitationals,1180,2024,Austrian Future Cup,2024-11-22,2024-11-23,MAG,junior,International Event,,,1121
Preparation / test / friendly events,1284,2024,Chemnitz Junior Friendly,2024-11-23,2024-11-23,MAG,junior,International Event,,,199
Regional or sub-continental events,1258,2024,South American Junior Championships,2024-11-25,2024-12-01,MAG and WAG,junior,International Event,,,517
Cups / opens / trophies / invitationals,1275,2024,Baborka Cup,2024-11-29,2024-12-01,MAG and WAG,junior and senior,International Event,,,238
Games / festivals / multi-sport events,1205,2024,Olympic Hopes Cup,2024-11-29,2024-12-01,MAG and WAG,junior,International Event,,,628
Cups / opens / trophies / invitationals,1318,2024,Sokol Grand Prix,2024-11-30,2024-11-30,MAG and WAG,senior,International Event,,,96
Cups / opens / trophies / invitationals,1282,2024,Voronin Cup,2024-12-06,2024-12-08,MAG and WAG,junior and senior,International Event,,,646
Cups / opens / trophies / invitationals,1376,2024,Michel Wanten Cup,2024-12-07,2024-12-08,WAG,junior and senior,International Event,,,181
Cups / opens / trophies / invitationals,1276,2024,Christmas Cup,2024-12-13,2024-12-13,MAG and WAG,junior and senior,International Event,,,87
Regional or sub-continental events,1191,2024,Mediterranean Championships,2024-12-16,2024-12-18,MAG and WAG,junior,International Event,,,531
Cups / opens / trophies / invitationals,1499,2025,Houston National Invitational,2025-01-23,2025-01-26,MAG,senior,International Event,,,39
Other named international meets,1468,2025,Elite Canada,2025-02-14,2025-02-16,MAG and WAG,junior and senior,International Event,,,1458
Cups / opens / trophies / invitationals,1518,2025,Liukin Invitational,2025-02-21,2025-02-23,MAG,junior and senior,International Event,,,99
Cups / opens / trophies / invitationals,1586,2025,WOGA Classic,2025-02-21,2025-02-23,WAG,junior and senior,International Event,,,108
Cups / opens / trophies / invitationals,1433,2025,Winter Cup,2025-02-21,2025-02-23,MAG and WAG,junior and senior,International Event,,,982
Cups / opens / trophies / invitationals,1460,2025,Tiger Cup,2025-02-27,2025-03-01,MAG and WAG,junior and senior,International Event,,,655
Cups / opens / trophies / invitationals,1529,2025,Iceland Classic,2025-02-28,2025-03-01,MAG and WAG,junior and senior,International Event,,,506
Other named international meets,1550,2025,International Gymnix,2025-03-07,2025-03-09,WAG,junior and senior,International Event,,,559
Cups / opens / trophies / invitationals,1568,2025,Polish Cup,2025-03-13,2025-03-14,WAG,junior and senior,International Event,,,169
Other named international meets,1590,2025,Norwegian FIG Meet,2025-03-15,2025-03-16,WAG,senior,International Event,,,133
Cups / opens / trophies / invitationals,1399,2025,DTB Pokal Team Challenge,2025-03-27,2025-03-30,MAG and WAG,junior and senior,International Event,,,1433
Cups / opens / trophies / invitationals,1510,2025,DTB Pokal Mixed Cup,2025-03-29,2025-03-29,MAG and WAG,senior,International Event,,,66
Cups / opens / trophies / invitationals,1511,2025,Hanspeter Demetz Memorial,2025-03-29,2025-03-29,MAG and WAG,junior,International Event,,,189
Cups / opens / trophies / invitationals,1535,2025,Ifact Norgescup,2025-03-29,2025-03-30,MAG,junior and senior,International Event,,,216
Other named international meets,1486,2025,Gymnastics Legends,2025-03-30,2025-04-04,MAG and WAG,junior and senior,International Event,,,636
Cups / opens / trophies / invitationals,1492,2025,Unni & Haralds Trophy,2025-04-04,2025-04-06,MAG and WAG,junior and senior,International Event,,,695
Cups / opens / trophies / invitationals,1563,2025,Elek Matolay Memorial,2025-04-05,2025-04-06,WAG,junior and senior,International Event,,,576
Cups / opens / trophies / invitationals,1578,2025,Zelena Jama Open,2025-04-05,2025-04-06,WAG,junior and senior,International Event,,,256
Games / festivals / multi-sport events,1385,2025,Gymnasiade,2025-04-06,2025-04-07,MAG and WAG,junior,International Event,,,333
Cups / opens / trophies / invitationals,1551,2025,City of Jesolo Trophy,2025-04-12,2025-04-13,WAG,junior and senior,International Event,,,549
Other named international meets,1394,2025,International GymSport,2025-04-12,2025-04-13,MAG and WAG,junior and senior,International Event,,,840
Cups / opens / trophies / invitationals,1412,2025,Luxembourg Open,2025-04-17,2025-04-18,MAG and WAG,junior and senior,International Event,,,717
Cups / opens / trophies / invitationals,1487,2025,Russian Cup,2025-04-22,2025-04-27,MAG and WAG,senior,International Event,,,1293
Cups / opens / trophies / invitationals,1459,2025,Latvian Cup,2025-04-25,2025-04-26,MAG and WAG,junior and senior,International Event,,,522
Cups / opens / trophies / invitationals,1491,2025,Ifact Norgescup 2,2025-04-26,2025-04-26,MAG,junior and senior,International Event,,,301
Other named international meets,1579,2025,Norwegian FIG Meet 2,2025-05-03,2025-05-04,WAG,junior and senior,International Event,,,174
Cups / opens / trophies / invitationals,1599,2025,Pre-Olympic Youth Cup,2025-05-03,2025-05-03,WAG,junior,International Event,,,155
Cups / opens / trophies / invitationals,1544,2025,Brazil Trophy,2025-05-07,2025-05-11,MAG and WAG,junior and senior,International Event,,,332
Preparation / test / friendly events,1566,2025,Saint-Étienne Friendly,2025-05-07,2025-05-07,WAG,senior,International Event,,,29
Preparation / test / friendly events,1596,2025,Magglingen Friendly,2025-05-10,2025-05-10,WAG,senior,International Event,,,47
Preparation / test / friendly events,1562,2025,Prievidza Friendly,2025-05-10,2025-05-10,WAG,junior and senior,International Event,,,209
Cups / opens / trophies / invitationals,1435,2025,International Junior Team Cup,2025-05-16,2025-05-17,MAG,junior,International Event,,,1022
Cups / opens / trophies / invitationals,1478,2025,NHK Trophy,2025-05-16,2025-05-18,MAG and WAG,junior and senior,International Event,,,607
Games / festivals / multi-sport events,1541,2025,Games of the Small States,2025-05-27,2025-05-31,MAG and WAG,junior and senior,International Event,,,280
Cups / opens / trophies / invitationals,1514,2025,Singapore Open,2025-05-29,2025-06-01,MAG and WAG,junior and senior,International Event,,,510
Cups / opens / trophies / invitationals,1483,2025,Salamunov Memorial,2025-06-04,2025-06-08,MAG and WAG,junior and senior,International Event,,,1192
Regional or sub-continental events,1386,2025,Nordic Junior Championships,2025-06-05,2025-06-08,MAG and WAG,junior,International Event,,,666
Cups / opens / trophies / invitationals,1417,2025,Champion's Cup,2025-06-06,2025-06-08,MAG and WAG,junior and senior,International Event,,,1723
Other named international meets,1469,2025,Russian Youth Spartakiade,2025-06-25,2025-06-29,MAG and WAG,junior,International Event,,,1365
Cups / opens / trophies / invitationals,1571,2025,Hopes Classic,2025-06-27,2025-06-27,WAG,junior,International Event,,,255
Cups / opens / trophies / invitationals,1558,2025,American Classic,2025-06-28,2025-06-28,WAG,junior and senior,International Event,,,253
Preparation / test / friendly events,1517,2025,Givet Friendly,2025-06-28,2025-06-28,MAG,senior,International Event,,,132
Preparation / test / friendly events,1589,2025,Sens Junior Friendly,2025-06-28,2025-06-28,WAG,junior,International Event,,,102
Cups / opens / trophies / invitationals,1465,2025,Strongest Athletes Cup,2025-07-03,2025-07-06,MAG and WAG,junior and senior,International Event,,,544
Preparation / test / friendly events,1497,2025,Biel Junior Friendly,2025-07-05,2025-07-05,MAG,junior,International Event,,,186
Preparation / test / friendly events,1494,2025,EYOF Preparation Event,2025-07-09,2025-07-09,MAG and WAG,junior,International Event,,,166
Games / festivals / multi-sport events,1530,2025,Island Games,2025-07-12,2025-07-18,MAG and WAG,junior and senior,International Event,,,599
Games / festivals / multi-sport events,1390,2025,World University Games,2025-07-16,2025-07-27,MAG and WAG,senior,International Event,,,1435
Cups / opens / trophies / invitationals,1556,2025,U.S. Classic,2025-07-18,2025-07-19,WAG,junior and senior,International Event,,,311
Other named international meets,1542,2025,EYOF Mixed Pairs,2025-07-20,2025-07-26,MAG and WAG,junior,International Event,,,56
Games / festivals / multi-sport events,1463,2025,European Youth Olymipc Festival,2025-07-20,2025-07-26,MAG,junior,International Event,,,615
Games / festivals / multi-sport events,1569,2025,European Youth Olympic Festival,2025-07-20,2025-07-26,WAG,junior,International Event,,,635
Regional or sub-continental events,1398,2025,Junior Pan American Games,2025-08-19,2025-08-22,MAG and WAG,junior,International Event,,,726
Cups / opens / trophies / invitationals,1403,2025,Pharaoh's Cup,2025-09-18,2025-09-21,MAG and WAG,junior and senior,International Event,,,478
Other named international meets,1583,2025,Norwegian FIG Meet 3,2025-10-04,2025-10-05,WAG,junior and senior,International Event,,,136
Preparation / test / friendly events,1461,2025,Worlds Preparation Event,2025-10-04,2025-10-04,MAG and WAG,senior,International Event,,,68
Regional or sub-continental events,1402,2025,Mediterranean Championships,2025-10-05,2025-10-07,MAG and WAG,junior,International Event,,,628
Cups / opens / trophies / invitationals,1400,2025,Wohnen Juniors Trophy,2025-10-10,2025-10-12,MAG,junior,International Event,,,939
Cups / opens / trophies / invitationals,1526,2025,Lausitz Cup,2025-10-11,2025-10-11,MAG,senior,International Event,,,88
Regional or sub-continental events,1488,2025,Central American Games,2025-10-15,2025-10-27,MAG and WAG,senior,International Event,,,210
Regional or sub-continental events,1389,2025,Northern European Championships,2025-10-24,2025-10-26,MAG and WAG,junior and senior,International Event,,,586
Other named international meets,1552,2025,Rushmoor Rose Bowl,2025-10-25,2025-10-26,WAG,junior and senior,International Event,,,536
Cups / opens / trophies / invitationals,1415,2025,Wase Gymcup,2025-10-25,2025-10-26,MAG and WAG,junior and senior,International Event,,,806
Cups / opens / trophies / invitationals,1426,2025,Mälar Cup,2025-10-30,2025-11-02,MAG and WAG,junior and senior,International Event,,,1335
Cups / opens / trophies / invitationals,1504,2025,German Cup,2025-11-01,2025-11-02,MAG and WAG,junior,International Event,,,575
Preparation / test / friendly events,1587,2025,Kutu Espoir Friendly,2025-11-01,2025-11-01,WAG,junior,International Event,,,117
Other named international meets,1574,2025,Tournoi International,2025-11-01,2025-11-02,WAG,junior,International Event,,,522
Regional or sub-continental events,1464,2025,Balkan Championships,2025-11-04,2025-11-06,MAG and WAG,junior,International Event,,,1022
Cups / opens / trophies / invitationals,1533,2025,Arthur Gander Memorial,2025-11-05,2025-11-05,MAG and WAG,senior,International Event,,,67
Cups / opens / trophies / invitationals,1471,2025,Horizon Cup,2025-11-07,2025-11-09,MAG and WAG,junior,International Event,,,903
Regional or sub-continental events,1449,2025,South American Championships,2025-11-07,2025-11-09,MAG and WAG,junior and senior,International Event,,,1112
Cups / opens / trophies / invitationals,1553,2025,Gymnova Cup,2025-11-08,2025-11-09,WAG,junior and senior,International Event,,,551
Cups / opens / trophies / invitationals,1482,2025,Barborka Cup,2025-11-22,2025-11-23,MAG and WAG,junior and senior,International Event,,,303
Cups / opens / trophies / invitationals,1496,2025,Voronin Cup,2025-11-24,2025-11-25,MAG and WAG,junior and senior,International Event,,,713
Games / festivals / multi-sport events,1450,2025,Bolivarian Games,2025-11-27,2025-11-29,MAG and WAG,senior,International Event,,,465
Games / festivals / multi-sport events,1436,2025,Olympic Hopes Cup,2025-11-28,2025-11-30,MAG and WAG,junior,International Event,,,455
Preparation / test / friendly events,1484,2025,Rotterdam Friendly,2025-11-29,2025-11-29,MAG and WAG,junior and senior,International Event,,,167
Cups / opens / trophies / invitationals,1515,2025,Sokol Grand Prix,2025-11-29,2025-11-29,MAG and WAG,senior,International Event,,,83
Other named international meets,1597,2025,Top Gym Tournament,2025-11-29,2025-11-30,WAG,junior,International Event,,,140
Regional or sub-continental events,1408,2025,Southeast Asian Games,2025-12-09,2025-12-11,MAG and WAG,senior,International Event,,,180
Cups / opens / trophies / invitationals,1622,2026,West Point Open,2026-01-16,2026-01-16,MAG,junior and senior,International Event,,,229
Cups / opens / trophies / invitationals,1668,2026,Rocky Mountain Open,2026-01-17,2026-01-17,MAG,senior,International Event,,,192
Cups / opens / trophies / invitationals,1627,2026,Ohio State Open,2026-01-18,2026-01-18,MAG,senior,International Event,,,121
Cups / opens / trophies / invitationals,1674,2026,Sam Mikulak Invitational,2026-01-24,2026-01-24,MAG,senior,International Event,,,115
Cups / opens / trophies / invitationals,1690,2026,Stanford Open,2026-01-24,2026-01-24,MAG,senior,International Event,,,93
Cups / opens / trophies / invitationals,1694,2026,Houston National Invitational,2026-01-28,2026-02-01,MAG,senior,International Event,,,43
Other named international meets,1657,2026,Elite Canada,2026-02-06,2026-02-08,MAG and WAG,junior and senior,International Event,,,1464
Cups / opens / trophies / invitationals,1697,2026,Liukin Invitational,2026-02-20,2026-02-22,MAG,senior,International Event,,,68
Cups / opens / trophies / invitationals,1631,2026,Winter Cup,2026-02-20,2026-02-22,MAG and WAG,junior and senior,International Event,,,760
Cups / opens / trophies / invitationals,1663,2026,Tiger Cup,2026-03-05,2026-03-07,MAG and WAG,junior and senior,International Event,,,670
Other named international meets,1698,2026,International Gymnix,2026-03-06,2026-03-08,WAG,junior and senior,International Event,,,438
Cups / opens / trophies / invitationals,1691,2026,American Cup,2026-03-07,2026-03-07,MAG and WAG,senior,International Event,,,72
Cups / opens / trophies / invitationals,1617,2026,DTB Pokal Team Challenge,2026-03-19,2026-03-22,MAG and WAG,junior and senior,International Event,,,1354
Cups / opens / trophies / invitationals,1676,2026,Unni & Haralds Trophy,2026-03-20,2026-03-22,MAG and WAG,junior and senior,International Event,,,754
Cups / opens / trophies / invitationals,1658,2026,DTB Pokal Mixed Cup,2026-03-21,2026-03-21,MAG and WAG,senior,International Event,,,60
Cups / opens / trophies / invitationals,1703,2026,City of Jesolo Trophy,2026-03-27,2026-03-29,WAG,junior and senior,International Event,,,571
Cups / opens / trophies / invitationals,1638,2026,Luxembourg Open,2026-04-02,2026-04-05,MAG and WAG,junior and senior,International Event,,,1045
Regional or sub-continental events,1689,2026,South American Youth Games,2026-04-12,2026-04-25,MAG and WAG,junior,International Event,,,515
Cups / opens / trophies / invitationals,1685,2026,Hanspeter Demetz Memorial,2026-04-18,2026-04-18,MAG and WAG,junior,International Event,,,889
Cups / opens / trophies / invitationals,1660,2026,Russian Cup,2026-04-21,2026-04-26,MAG and WAG,senior,International Event,,,1572
Cups / opens / trophies / invitationals,1647,2026,International Budapest Junior Cup,2026-04-25,2026-04-26,MAG,junior,International Event,,,852
Other named international meets,1662,2026,International GymSport,2026-04-25,2026-04-26,MAG and WAG,junior and senior,International Event,,,835
Other named international meets,1714,2026,Norwegian FIG Meet 1,2026-04-25,2026-04-26,WAG,junior and senior,International Event,,,207
Cups / opens / trophies / invitationals,1718,2026,Pre-Olympic Youth Cup,2026-05-02,2026-05-02,WAG,junior,International Event,,,388
Cups / opens / trophies / invitationals,1688,2026,Brazil Trophy,2026-05-08,2026-05-10,MAG and WAG,junior and senior,International Event,,,349
Cups / opens / trophies / invitationals,1693,2026,AGF Trophy,2026-05-14,2026-05-16,MAG and WAG,junior and senior,International Event,,,363
Cups / opens / trophies / invitationals,1671,2026,NHK Trophy,2026-05-14,2026-05-17,MAG and WAG,junior and senior,International Event,,,706
Cups / opens / trophies / invitationals,1641,2026,Champion's Cup,2026-05-29,2026-05-31,MAG and WAG,junior and senior,International Event,,,1909
Cups / opens / trophies / invitationals,1640,2026,Singapore Open,2026-06-03,2026-06-07,MAG and WAG,junior and senior,International Event,,,640
Other named international meets,1715,2026,Norwegian FIG Meet 2,2026-06-06,2026-06-07,WAG,junior and senior,International Event,,,206
Cups / opens / trophies / invitationals,1651,2026,Salamunov Memorial,2026-06-09,2026-06-13,MAG and WAG,junior and senior,International Event,,,1471
Cups / opens / trophies / invitationals,1706,2026,Elek Matolay Memorial,2026-06-19,2026-06-21,WAG,junior and senior,International Event,,,573
Cups / opens / trophies / invitationals,1705,2026,American Classic,2026-06-27,2026-06-27,WAG,junior and senior,International Event,,,156
Cups / opens / trophies / invitationals,1652,2026,International Junior Team Cup,2026-07-02,2026-07-04,MAG,junior,International Event,,,1001
Cups / opens / trophies / invitationals,1720,2026,U.S. Classic,2026-07-16,2026-07-20,MAG and WAG,junior and senior,International Event,,,0
Preparation / test / friendly events,1721,2026,Dortmund Junior Friendly,2026-07-18,2026-07-18,MAG and WAG,junior,International Event,,,0
Regional or sub-continental events,1724,2026,Commonwealth Games,2026-07-23,2026-08-02,MAG and WAG,junior and senior,International Event,,,0
Regional or sub-continental events,1725,2026,Central American & Caribbean Games,2026-07-24,2026-08-08,MAG and WAG,junior and senior,International Event,,,0
Regional or sub-continental events,1733,2026,Mediterranean Games,2026-08-22,2026-08-26,MAG and WAG,junior and senior,International Event,,,0
Regional or sub-continental events,1734,2026,South American Games,2026-09-12,2026-09-26,MAG and WAG,junior and senior,International Event,,,0
Cups / opens / trophies / invitationals,1735,2026,Szombathely Challenge Cup,2026-09-18,2026-09-20,MAG and WAG,junior and senior,International Event,,,0
Cups / opens / trophies / invitationals,1738,2026,Paris Challenge Cup,2026-09-26,2026-09-27,MAG and WAG,junior and senior,International Event,,,0
Cups / opens / trophies / invitationals,1741,2026,Leverkusen Cup,2026-10-03,2026-10-03,MAG and WAG,junior and senior,International Event,,,0
Calendar-only international entries,1742,2026,Norwegian FIG Meet 3,2026-10-03,2026-10-04,MAG and WAG,junior and senior,International Event,,,0
Cups / opens / trophies / invitationals,1743,2026,Polish Cup,2026-10-04,2026-10-06,MAG and WAG,junior and senior,International Event,,,0
Cups / opens / trophies / invitationals,1744,2026,Ifact Norges Cup 3,2026-10-10,2026-10-11,MAG and WAG,junior and senior,International Event,,,0
Cups / opens / trophies / invitationals,1745,2026,German Cup,2026-10-17,2026-10-18,MAG and WAG,junior and senior,International Event,,,0
Cups / opens / trophies / invitationals,1748,2026,German Men's Cup,2026-10-31,2026-11-01,MAG and WAG,junior and senior,International Event,,,0
Cups / opens / trophies / invitationals,1750,2026,Arthur Gander Memorial,2026-11-04,2026-11-04,MAG and WAG,junior and senior,International Event,,,0
Cups / opens / trophies / invitationals,1752,2026,Swiss Cup,2026-11-07,2026-11-07,MAG and WAG,junior and senior,International Event,,,0
Regional or sub-continental events,1754,2026,Northern European Championships,2026-11-12,2026-11-15,MAG and WAG,junior and senior,International Event,,,0
Cups / opens / trophies / invitationals,1756,2026,Barborka Cup,2026-11-20,2026-11-22,MAG and WAG,junior and senior,International Event,,,0
Cups / opens / trophies / invitationals,1758,2026,Voronin Cup,2026-11-22,2026-11-26,MAG and WAG,junior and senior,International Event,,,0
Games / festivals / multi-sport events,1759,2026,Olympic Hopes Cup,2026-11-26,2026-11-29,MAG and WAG,junior and senior,International Event,,,0
Cups / opens / trophies / invitationals,1760,2026,Sokol Grand Prix,2026-11-28,2026-11-28,MAG and WAG,junior and senior,International Event,,,0
Other named international meets,225,2019,Elite Canada,,,MAG and WAG,junior and senior,International Event,,,819
Other named international meets,554,2021,Elite Canada,,,MAG and WAG,junior and senior,International Event,,,850
Cups / opens / trophies / invitationals,595,2021,Polish Junior Cup,,,MAG and WAG,junior,International Event,,,177
Cups / opens / trophies / invitationals,691,2021,RomGym Trophy,,,WAG,senior,International Event,,,16
Cups / opens / trophies / invitationals,979,2023,Swedish Cup,,,MAG and WAG,junior and senior,International Event,,,322
